iverilog -g2012 add_sub.sv Testbench.sv 
./a.out
x = 0.265344, y = 0.947288, out = 0.617576,  err = 49.071492 pct
x = 0.265344, y = 0.952432, out = 0.620929,  err = 49.011237 pct
x = 0.265344, y = 0.957603, out = 0.624300,  err = 48.951166 pct
x = 0.265344, y = 0.962803, out = 0.627690,  err = 48.891278 pct
x = 0.265344, y = 0.968031, out = 0.631099,  err = 48.831574 pct
x = 0.265344, y = 0.973287, out = 0.634525,  err = 48.772054 pct
x = 0.265344, y = 0.978572, out = 0.637971,  err = 48.712719 pct
x = 0.265344, y = 0.983886, out = 0.641435,  err = 48.653567 pct
x = 0.265344, y = 0.989228, out = 0.644918,  err = 48.594599 pct
x = 0.265344, y = 0.994599, out = 0.648420,  err = 48.535815 pct
x = 0.265344, y = 1.000000, out = 0.651941,  err = 48.477215 pct
x = 0.265344, y = 1.005430, out = 0.655481,  err = 48.418798 pct
x = 0.265344, y = 1.010889, out = 0.659040,  err = 48.360566 pct
x = 0.265344, y = 1.016378, out = 0.662618,  err = 48.302518 pct
x = 0.265344, y = 1.021897, out = 0.666216,  err = 48.244654 pct
x = 0.265344, y = 1.027446, out = 0.669834,  err = 48.186973 pct
x = 0.265344, y = 1.033025, out = 0.673471,  err = 48.129477 pct
x = 0.265344, y = 1.038634, out = 0.677128,  err = 48.072164 pct
x = 0.265344, y = 1.044274, out = 0.680805,  err = 48.015035 pct
x = 0.265344, y = 1.049944, out = 0.684501,  err = 47.958089 pct
x = 0.265344, y = 1.055645, out = 0.688218,  err = 47.901328 pct
x = 0.265344, y = 1.061377, out = 0.057003,  err = 95.703452 pct
x = 0.265344, y = 1.067140, out = 0.067423,  err = 94.940088 pct
x = 0.265344, y = 1.072935, out = 0.095868,  err = 92.836500 pct
x = 0.265344, y = 1.078761, out = 0.805245,  err = 40.090610 pct
